,Entry_date,DeltaT,Center,Size
0,2014-11-24 18:20:33,18950.0,"(45.353884811485486, 5.495568573187868)",23884
1,2014-12-22 17:07:34,7196.0,"(45.63191895813563, 5.146448920007512)",5300
2,2014-12-22 19:12:39,3895.0,"(45.631918042048994, 5.146427475032652)",4900
3,2014-12-27 08:43:43,90547.0,"(48.950081220779694, 2.9191925729058843)",31811
4,2014-12-28 10:31:07,20998.0,"(49.07102023151619, 2.5643733273408835)",40082
5,2014-12-28 16:21:29,4577.0,"(49.07105175722799, 2.56440256390997)",8440
6,2014-12-30 08:38:44,9808.0,"(48.95007605556429, 2.9191293081522707)",18628
7,2014-12-31 17:53:04,5787.0,"(45.63199159589225, 5.146298095748109)",7512
8,2014-12-31 19:41:55,6085.0,"(45.631967494735534, 5.14656891489149)",3594
9,2014-12-31 21:24:55,16882.0,"(45.632003190152076, 5.146374387293454)",11210
10,2015-01-04 08:33:34,3966.0,"(45.63203024634076, 5.146408241439296)",5614
11,2015-01-04 10:38:18,84831.0,"(45.63203789207418, 5.1465170055210185)",5776
12,2015-01-05 10:12:13,10715.0,"(45.78616949509742, 4.879595240570466)",15182
13,2015-01-05 19:24:34,6738.0,"(45.63196562255127, 5.146440033600066)",12872
14,2015-01-08 09:21:41,4896.0,"(45.78624791166091, 4.879873363990631)",9392
15,2015-01-08 10:45:06,9619.0,"(45.78384196558285, 4.8727530813931255)",3790
16,2015-01-08 14:09:08,695649.0,"(45.63202276279889, 5.14628130839385)",3387
17,2015-01-16 18:18:44,4887.0,"(45.63196491212188, 5.146334626025751)",7531
18,2015-01-16 19:48:18,16813.0,"(45.63200840840786, 5.146278941381089)",32951
19,2015-01-17 00:36:15,30092.0,"(45.632076073886026, 5.146309461302321)",58589
20,2015-01-17 09:21:44,4719.0,"(45.747839226655294, 5.187972342907118)",2401
21,2015-01-17 11:12:11,6531.0,"(45.63197435160736, 5.1464656217218385)",9037
22,2015-01-17 14:49:05,4135.0,"(45.21127154392138, 5.7858046925109425)",7559
23,2015-01-17 15:58:01,26059.0,"(45.21118200251242, 5.785725911455481)",40148
24,2015-01-18 00:05:41,34039.0,"(45.63207601967389, 5.1463121669107705)",65602
25,2015-01-18 10:12:19,4623.0,"(45.35399167052582, 5.495488073309383)",5152
26,2015-01-18 11:38:57,6326.0,"(45.35374898388681, 5.49559088812438)",3988
27,2015-01-18 15:13:43,4152.0,"(45.35389296001281, 5.495702323919293)",6144
28,2015-01-18 17:44:57,21264.0,"(45.63203417237023, 5.1463727596129445)",41210
29,2015-01-18 23:39:25,4218.0,"(45.63220450485535, 5.146140844111033)",8358
30,2015-01-19 00:49:44,17365.0,"(45.63208273358439, 5.146327831333678)",34492
31,2015-01-19 07:16:39,6574.0,"(45.786090483330966, 4.879540416844136)",11474
32,2015-01-19 09:06:13,6513.0,"(45.786105653858044, 4.879549487707733)",12974
33,2015-01-19 11:14:14,7677.0,"(45.78375847617289, 4.873722845554972)",7766
34,2015-01-19 16:35:33,11368.0,"(45.632001658265374, 5.146434715608489)",14050
35,2015-01-19 19:47:50,14074.0,"(45.63201640397897, 5.146356829876663)",27167
36,2015-01-19 23:42:25,25017.0,"(45.63206953952022, 5.146290176914021)",49196
37,2015-01-20 07:39:08,4624.0,"(45.78376816697543, 4.88219155276135)",2774
