,Entry_date,DeltaT,Center,Size
96,2015-02-20 00:09:50,46784.0,"(44.94319459052078, 6.567478793322944)",56889
97,2015-02-20 15:35:21,6340.0,"(44.94304900784362, 6.56740704564576)",12283
98,2015-02-20 17:21:22,8902.0,"(44.943110215029435, 6.567373879495159)",17269
99,2015-02-20 19:54:59,8843.0,"(44.943224300863136, 6.567449721296786)",12606
100,2015-02-20 22:25:54,15431.0,"(44.94322339349427, 6.567380100312316)",13242
101,2015-02-21 02:46:06,4861.0,"(44.943205881819054, 6.567484853635484)",9178
102,2015-02-21 04:07:51,8989.0,"(44.94314996096889, 6.567493032769731)",15970
103,2015-02-21 06:38:29,7682.0,"(44.94316082844404, 6.5675082515952585)",14314
104,2015-02-22 17:35:11,4939.0,"(45.777310857026116, 4.8617368052426695)",9321
105,2015-02-22 20:01:57,10529.0,"(45.77710165311985, 4.861684210526354)",4921
106,2015-02-22 22:58:46,4288.0,"(45.77722314694799, 4.861915847932251)",8334
107,2015-02-23 00:13:58,4294.0,"(45.777224194525076, 4.861608950573132)",8376
108,2015-02-23 01:26:41,4201.0,"(45.77723697904247, 4.861637196951639)",8398
109,2015-02-23 02:38:46,7238.0,"(45.77726405274464, 4.861643117995718)",14396
110,2015-02-23 05:28:20,4373.0,"(45.777233425608266, 4.861691032286795)",8218
111,2015-02-23 16:39:10,25074.0,"(45.777209319492954, 4.861728068941793)",19630
112,2015-02-24 02:37:24,4341.0,"(45.777370103516745, 4.862075466034703)",8018
113,2015-02-24 04:06:50,3686.0,"(45.777210824482076, 4.861858889731912)",3954
114,2015-02-24 05:45:55,4440.0,"(45.777292428534714, 4.861892166266705)",8757
115,2015-02-24 07:39:50,5246.0,"(45.78205097974758, 4.87243841697425)",10023
116,2015-02-24 09:07:59,10924.0,"(45.781985454140134, 4.87263028952884)",18225
117,2015-02-24 13:16:19,8128.0,"(45.78193864749761, 4.872766039909034)",14817
118,2015-02-24 15:42:52,10893.0,"(45.7772605277876, 4.861782256447936)",19787
119,2015-02-24 19:58:55,21821.0,"(45.77720268454824, 4.861870551123315)",3635
120,2015-02-25 03:09:54,4857.0,"(45.77738048599103, 4.8620134647135025)",5734
121,2015-02-25 05:31:56,5202.0,"(45.77731930757623, 4.861812936109746)",7972
122,2015-02-25 08:04:57,5303.0,"(45.78195607900496, 4.872487564826315)",10451
123,2015-02-25 13:28:07,8189.0,"(45.77719611263561, 4.86167256972173)",16016
124,2015-02-25 15:46:19,3750.0,"(45.777211682711794, 4.861806518315426)",6752
125,2015-02-25 16:50:36,3757.0,"(45.77721065518865, 4.861936719783869)",7405
126,2015-02-25 18:04:36,3871.0,"(45.77724001998221, 4.861712757569479)",4921
127,2015-02-25 19:41:09,13285.0,"(45.77722289909991, 4.861847474905062)",8966
128,2015-02-26 00:57:29,10296.0,"(45.777260065876604, 4.861589481622888)",20442
129,2015-02-26 04:31:30,4209.0,"(45.777245150016164, 4.861868550112602)",8288
130,2015-02-26 06:03:49,3917.0,"(45.77740028621105, 4.862400645608922)",6126
131,2015-02-26 11:42:47,4477.0,"(45.782038593498584, 4.8723540690328795)",5804
132,2015-02-26 14:23:27,3838.0,"(45.781792142344784, 4.872345941055276)",3721
133,2015-02-26 15:51:19,3718.0,"(45.777182355937825, 4.861802620121353)",5987
134,2015-02-26 16:53:29,5283.0,"(45.77723239582353, 4.8617548253441605)",10535
135,2015-02-26 19:36:13,5018.0,"(45.777118064156795, 4.861913537745384)",4941
136,2015-02-26 21:00:28,4326.0,"(45.777217253465096, 4.861663122646783)",4161
137,2015-02-26 22:47:09,6355.0,"(45.77714117018075, 4.861558454376137)",5549
138,2015-02-27 01:07:13,5385.0,"(45.777185485996114, 4.861478415456741)",8402
139,2015-02-27 04:45:33,4291.0,"(45.77723989190958, 4.861762456045902)",7432
140,2015-02-27 15:38:46,9138.0,"(45.777198300257034, 4.861702753825074)",17233
141,2015-02-27 18:12:52,4291.0,"(45.77721556787203, 4.861747310709416)",5864
142,2015-02-27 19:45:42,25421.0,"(45.777332346822924, 4.862290688350974)",2644
143,2015-02-28 03:42:27,8051.0,"(45.77737977645143, 4.862598801498099)",2848
144,2015-02-28 07:25:08,4180.0,"(45.77718391118194, 4.861342020634639)",8174
145,2015-02-28 08:34:49,4243.0,"(45.77724665289966, 4.861807227393922)",7627
146,2015-02-28 09:48:01,3670.0,"(45.77722201457356, 4.861595176059293)",3957
147,2015-02-28 11:52:09,5514.0,"(45.77701783762059, 4.860798520580853)",10147
148,2015-03-04 07:00:00,5790.0,"(45.78194945031068, 4.8726605140335595)",7292
149,2015-03-04 08:36:50,4475.0,"(45.781936837418286, 4.872844084877466)",8365
150,2015-03-04 09:51:46,5736.0,"(45.78196087489108, 4.872663768217729)",11390
151,2015-03-04 14:31:05,4237.0,"(45.78202311895998, 4.872547908979126)",5691
152,2015-03-04 20:17:25,8400.0,"(45.77696311387897, 4.860602666073537)",1124
153,2015-03-05 00:59:29,12223.0,"(45.77722431654388, 4.861656193295837)",24403
154,2015-03-05 04:25:45,5669.0,"(45.7772960457692, 4.8617052808822265)",11274
155,2015-03-05 07:24:27,4898.0,"(45.77722458849373, 4.8617369006973945)",9607
156,2015-03-05 14:32:41,6433.0,"(45.782075161624, 4.872700156193404)",6445
157,2015-03-05 16:24:13,4631.0,"(45.78476234808544, 4.87392550930805)",1898
158,2015-03-05 20:24:27,3962.0,"(45.76999153579073, 4.862777493322631)",2496
159,2015-03-05 21:45:03,9132.0,"(45.77719696027088, 4.8618738738322165)",3247
160,2015-03-06 00:43:03,6063.0,"(45.777149603439575, 4.861732751463927)",8994
161,2015-03-06 03:44:02,5143.0,"(45.777220702091746, 4.861840974857448)",8591
162,2015-03-06 05:11:08,4101.0,"(45.77724934747049, 4.8619079709821635)",4480
163,2015-03-06 08:53:06,7098.0,"(45.78211192982461, 4.8724923779327804)",3154
164,2015-03-06 12:33:29,4540.0,"(45.777218662566234, 4.861633039073756)",8292
165,2015-03-06 14:54:36,4067.0,"(45.777234881673074, 4.861800555900745)",6437
166,2015-03-06 19:25:34,3789.0,"(45.186846041105646, 5.722080706985554)",5936
167,2015-03-06 20:34:39,70946.0,"(45.18688383930234, 5.722317284482718)",7540
168,2015-03-07 21:14:26,4462.0,"(45.18688833568337, 5.72206464059193)",5676
