,Entry_date,DeltaT,Center,Size
31,2015-02-20 14:29:11,14248.0,"(45.786483831014856, 4.879796068423363)",27695
32,2015-02-20 18:37:30,137599.0,"(45.7797032555881, 4.873838294460634)",686
33,2015-02-22 10:15:51,38261.0,"(45.779929610507246, 4.873403913043485)",368
34,2015-02-23 15:51:10,5505.0,"(45.78654424703066, 4.879814378200068)",6315
35,2015-02-24 08:03:56,5368.0,"(45.78646964994617, 4.879740856214579)",8413
36,2015-02-24 09:33:25,19009.0,"(45.786663122992046, 4.879746304667925)",38002
37,2015-02-24 14:53:06,3611.0,"(45.78649462860331, 4.879714653085683)",7216
38,2015-02-24 15:53:50,9283.0,"(45.78646913519833, 4.879743450178718)",18272
39,2015-02-24 18:39:58,43494.0,"(45.78044525862067, 4.873139439655168)",232
40,2015-02-25 15:34:33,7269.0,"(45.78365616433027, 4.872544831580904)",3424
41,2015-02-26 08:20:16,4716.0,"(45.78641443016366, 4.8797485657667705)",9336
42,2015-02-26 09:38:53,4532.0,"(45.7867847573343, 4.879828855798255)",9066
43,2015-02-26 10:54:52,4279.0,"(45.786410287645026, 4.879782778764665)",6756
44,2015-02-26 12:07:06,5286.0,"(45.78667766881031, 4.879786627577108)",10574
45,2015-02-26 13:42:11,8506.0,"(45.786577053349355, 4.879784388658407)",16870
46,2015-02-26 19:41:39,43986.0,"(45.78031574358964, 4.874007576923063)",260
47,2015-02-27 08:06:43,4764.0,"(45.786447135183124, 4.8797226848098045)",9370
48,2015-02-27 09:31:13,6057.0,"(45.78669101162834, 4.879807810595254)",11867
49,2015-02-27 12:03:33,4008.0,"(45.78679136414604, 4.879756715934278)",7713
50,2015-02-27 13:21:16,17331.0,"(45.78648674202442, 4.8797468061008225)",7387
51,2015-02-27 18:23:17,64492.0,"(45.78025452380953, 4.873459384920636)",168
52,2015-03-04 16:21:18,5222.0,"(45.786413036412945, 4.879751324606274)",6646
53,2015-03-05 09:35:08,6218.0,"(45.78653964304628, 4.879802580681558)",8862
54,2015-03-05 11:18:58,4145.0,"(45.78635812350844, 4.879803654534573)",3352
55,2015-03-05 12:41:25,4105.0,"(45.786450482390194, 4.879810377987472)",5300
56,2015-03-06 09:04:19,7725.0,"(45.7869219312169, 4.879772195767198)",63
57,2015-03-06 12:03:26,3617.0,"(45.78652986469261, 4.879773339170084)",6282
58,2015-03-06 13:21:07,4872.0,"(45.78655322529047, 4.879807363945564)",6664
59,2015-03-06 15:11:37,4595.0,"(45.78639155455196, 4.879839680945895)",5976
60,2015-03-06 17:02:45,5970.0,"(45.78585707994582, 4.879849485094841)",492
61,2015-03-06 20:16:49,45714.0,"(45.78032066406249, 4.873284348958335)",256
62,2015-03-09 13:50:34,3785.0,"(45.78614126582279, 4.879732306610476)",948
63,2015-03-09 17:43:43,6454.0,"(45.786427682666925, 4.87981368782218)",9375
64,2015-03-10 12:12:38,6431.0,"(45.78671044751305, 4.879775004624504)",7929
65,2015-03-10 14:01:00,13040.0,"(45.786382276807345, 4.879788693595328)",1374
66,2015-03-10 18:33:26,3846.0,"(45.754206730002515, 4.887164162708174)",6105
67,2015-03-10 19:43:47,6528.0,"(45.75429433449146, 4.88706077222034)",10636
