,Entry_date,DeltaT,Center,Size
117,2015-01-05 06:47:28,4128.0,"(45.78315230022222, 4.878975447188314)",7208
118,2015-01-05 08:58:11,11067.0,"(45.78414265624962, 4.874072286278753)",1856
119,2015-01-05 12:08:14,102979.0,"(45.78616618345452, 4.879866691934914)",9630
120,2015-01-06 17:14:38,4657.0,"(45.78319978714457, 4.878860984869903)",7094
121,2015-01-06 18:40:03,6808.0,"(45.783384034641756, 4.878812714099736)",11778
122,2015-01-06 20:48:25,9096.0,"(45.78314025788281, 4.878843787162115)",8880
123,2015-01-06 23:21:18,3772.0,"(45.783210171259284, 4.878833031477219)",6968
124,2015-01-07 00:24:52,23245.0,"(45.783457544037915, 4.87886857046071)",984
125,2015-01-07 07:24:54,9618.0,"(45.78413778644007, 4.8729725205112615)",15073
126,2015-01-07 11:45:19,4317.0,"(45.7827509545179, 4.878611887093556)",6684
127,2015-01-07 13:34:25,7913.0,"(45.78620614919276, 4.87994742125122)",15450
128,2015-01-07 22:49:13,4383.0,"(45.782932734443314, 4.878958117148704)",2282
129,2015-01-08 00:46:21,5357.0,"(45.781845476190476, 4.877916031746031)",21
130,2015-01-08 13:57:43,7732.0,"(45.786213527336706, 4.8795117283950775)",189
131,2015-01-08 17:57:55,8182.0,"(45.78290156609191, 4.879020660919542)",232
132,2015-01-09 09:30:14,4972.0,"(45.78618498759776, 4.8798524316171195)",9944
133,2015-01-11 02:27:59,28481.0,"(45.783969349206345, 4.878731111111114)",105
134,2015-01-11 10:45:17,4237.0,"(45.78340940931265, 4.878809700330383)",8476
135,2015-01-12 00:20:16,8164.0,"(45.783312408376936, 4.87886932809774)",382
136,2015-01-12 07:08:00,3732.0,"(45.78324120087498, 4.878820306806023)",7464
137,2015-01-12 09:07:02,3608.0,"(45.786125227326046, 4.879918885543582)",7141
138,2015-01-12 12:26:39,8576.0,"(45.784085056065194, 4.873039531090734)",654
139,2015-01-12 18:54:46,80701.0,"(45.782979629629615, 4.878844333333333)",90
140,2015-01-14 12:50:32,16504.0,"(45.783613423988605, 4.872677880055789)",478
141,2015-01-14 20:26:48,28850.0,"(45.78331043971635, 4.878772366430259)",1410
142,2015-01-15 08:06:45,3848.0,"(48.84678581633548, 2.3437653963141925)",7452
143,2015-01-15 11:03:53,5456.0,"(48.84727542542553, 2.3481047297297417)",666
144,2015-01-15 16:18:57,3633.0,"(48.8468215580758, 2.343919373391237)",4144
145,2015-01-15 23:06:18,3764.0,"(48.8479216998445, 2.3421487957080296)",4722
146,2015-01-19 02:48:59,21830.0,"(45.78295593495933, 4.87906733739837)",164
147,2015-01-19 08:57:16,3749.0,"(45.786164826026436, 4.879956430062634)",958
148,2015-01-19 13:45:23,3603.0,"(45.78621798510934, 4.879909421938598)",7208
149,2015-01-20 12:46:52,3613.0,"(45.786228835648075, 4.880157676388881)",7200
150,2015-01-21 13:14:02,4684.0,"(45.78616273523684, 4.880059352512728)",9246
151,2015-01-21 16:54:10,4090.0,"(45.78604992390787, 4.880089561855632)",8148
152,2015-01-21 21:21:29,5231.0,"(45.78322629324808, 4.8789386861758794)",4374
153,2015-01-22 00:57:49,4423.0,"(45.78322678153037, 4.878878988738827)",7400
154,2015-01-22 02:12:27,3703.0,"(45.78325366707945, 4.878947001960184)",6462
155,2015-01-22 05:15:56,3736.0,"(45.783189322804596, 4.878999817314625)",7408
156,2015-01-22 08:17:56,9977.0,"(45.78614241942371, 4.879976343697521)",19940
157,2015-01-22 11:07:13,4036.0,"(45.783278493155365, 4.878746121312574)",7842
158,2015-01-22 13:27:32,8569.0,"(45.78616175149294, 4.879906519776724)",17133
159,2015-01-22 22:34:45,6396.0,"(45.783225860205164, 4.8787212870731755)",11846
160,2015-01-23 01:19:52,6679.0,"(45.783284925967564, 4.878795512922533)",12562
161,2015-01-23 06:22:29,3880.0,"(45.78323162957164, 4.878788699048566)",7638
162,2015-01-23 09:21:40,4778.0,"(45.78617503069025, 4.8799123348677576)",9558
163,2015-01-23 12:19:16,4693.0,"(45.78618935374874, 4.879976354388985)",9372
164,2015-01-24 01:55:39,3624.0,"(45.78329086994555, 4.878890757575764)",7238
165,2015-01-24 04:14:09,11342.0,"(45.783203964558844, 4.8789473358017235)",22686
166,2015-01-27 09:21:57,3623.0,"(45.78621884935258, 4.879735257064554)",7054
167,2015-01-27 10:52:58,6666.0,"(45.78612696578447, 4.8799445596812445)",9372
168,2015-01-27 13:19:30,5303.0,"(45.786185988985494, 4.879905618981659)",10108
169,2015-01-27 14:49:21,602935.0,"(45.786156331303765, 4.8799083500602976)",6078
170,2015-02-11 03:36:47,18328.0,"(34.42401246933285, 35.84698778438812)",10760
171,2015-02-11 21:55:14,319956.0,"(34.42413234367365, 35.8475214278681)",4062
172,2015-02-16 16:32:30,47243.0,"(34.424204577922204, 35.84712636904748)",616
173,2015-02-17 05:42:03,3950.0,"(34.42403256628813, 35.8474127761158)",6688
174,2015-02-18 08:23:23,5232.0,"(34.43665789074439, 35.84231025267372)",6108
175,2015-02-18 11:19:15,3963.0,"(34.423976207782744, 35.84744065345079)",908
176,2015-02-18 14:22:38,9333.0,"(34.42404774135268, 35.84693338464031)",17509
177,2015-02-18 17:16:01,5932.0,"(34.43739381748856, 35.83360853753957)",11002
178,2015-02-18 19:28:40,47040.0,"(34.424006780302975, 35.84679890151512)",176
179,2015-02-19 13:23:09,4578.0,"(34.423306329022445, 35.82651694863464)",1856
180,2015-02-19 17:29:07,20754.0,"(34.42411317958201, 35.846853111931196)",1084
181,2015-02-20 19:25:11,4246.0,"(34.44789103876936, 35.810565744055346)",8494
182,2015-02-20 21:30:15,43552.0,"(34.42441163194444, 35.84685158730152)",672
183,2015-02-22 17:53:26,3725.0,"(45.783178975743105, 4.878672019498606)",5744
184,2015-02-22 18:57:36,5283.0,"(45.783231577547305, 4.878732161479079)",2506
185,2015-02-22 20:51:56,39837.0,"(45.78384353276345, 4.878924564102565)",1170
186,2015-02-23 07:57:07,6365.0,"(45.78615575518413, 4.87991183270172)",12668
187,2015-02-23 09:43:13,4019.0,"(45.78618649673539, 4.879852691114361)",7199
188,2015-02-23 10:51:21,10340.0,"(45.786105001226616, 4.880077316424223)",20423
189,2015-02-23 13:49:16,80986.0,"(45.78599461006288, 4.880514735849058)",530
190,2015-02-24 12:29:48,17547.0,"(45.78614675881822, 4.879758122177335)",5462
191,2015-02-24 17:29:24,4996.0,"(45.783328070861614, 4.878902039115618)",5880
192,2015-02-24 18:53:08,3831.0,"(45.7832392482937, 4.87895534645666)",6350
193,2015-02-24 20:23:22,37291.0,"(45.78321597846479, 4.878762148672649)",12569
194,2015-02-25 06:57:31,4137.0,"(45.78326035421694, 4.878882612510165)",6592
195,2015-02-25 08:58:36,7739.0,"(45.783751235555705, 4.872602208888882)",750
196,2015-02-25 11:40:15,4453.0,"(45.78618605997207, 4.87992340183428)",8832
197,2015-02-25 13:04:05,5603.0,"(45.783681734504434, 4.874026835529545)",6830
198,2015-02-25 15:00:56,5218.0,"(45.78355023001096, 4.8729712614092735)",913
199,2015-02-25 17:20:45,9840.0,"(45.78317485789006, 4.878897727132424)",20524
200,2015-02-25 20:05:34,6716.0,"(45.78326355359297, 4.8787862889318925)",13378
201,2015-02-25 22:02:12,12395.0,"(45.78320308272952, 4.878886141537527)",24248
202,2015-02-26 01:36:07,4429.0,"(45.7831485696181, 4.878843495082153)",8676
203,2015-02-26 02:56:20,226106.0,"(45.783080483980505, 4.878994696659935)",1956
204,2015-02-28 18:04:39,7155.0,"(45.770468009273124, 4.883656874453892)",13732
205,2015-02-28 20:03:59,4406.0,"(45.770320266999605, 4.88353249073434)",8814
206,2015-02-28 23:10:53,4620.0,"(45.78318216759484, 4.878908256236473)",8258
207,2015-03-01 00:31:52,40994.0,"(45.78310541410003, 4.878666016427075)",974
208,2015-03-01 12:41:57,3710.0,"(45.78331449255317, 4.878935043859621)",6536
209,2015-03-01 14:56:04,4155.0,"(45.78299515646469, 4.878932641478319)",6061
